user_id,movie_id,rating
user_00110,movie_0430,4
user_08037,movie_0302,4
user_00897,movie_0693,4
user_05040,movie_0642,4
user_09615,movie_0629,4
user_09166,movie_0231,5
user_01910,movie_0949,1
user_06618,movie_0503,5
user_08262,movie_0466,3
user_09245,movie_0161,4
user_02657,movie_0057,3
user_02677,movie_0184,5
user_01038,movie_0356,3
user_04293,movie_0122,5
user_09284,movie_0794,4
user_00230,movie_0625,1
user_07377,movie_0131,4
user_00182,movie_0343,4
user_05207,movie_0352,3
user_02521,movie_0843,4
user_08680,movie_0672,3
user_08468,movie_0047,3
user_05025,movie_0410,4
user_07360,movie_0850,4
user_01561,movie_0258,3
user_04800,movie_0020,3
user_01413,movie_0772,3
user_03946,movie_0387,3
user_02594,movie_0533,1
user_09877,movie_0993,4
user_02629,movie_0030,4
user_04545,movie_0089,4
user_01070,movie_0193,4
user_06189,movie_0229,5
user_02570,movie_0863,3
user_00869,movie_0703,5
user_01099,movie_0509,3
user_07560,movie_0864,3
user_02137,movie_0327,3
user_00956,movie_0087,5
user_00377,movie_0294,2
user_08026,movie_0549,2
user_09479,movie_0400,4
user_00254,movie_0583,4
user_05072,movie_0482,2
user_07416,movie_0877,5
user_01268,movie_0722,3
user_03468,movie_0707,1
user_02545,movie_0712,3
user_09060,movie_0434,5
user_03966,movie_0251,5
user_09068,movie_0473,1
user_06793,movie_0412,4
user_07641,movie_0304,4
user_00107,movie_0862,5
user_00815,movie_0904,3
user_06536,movie_0907,3
user_02933,movie_0825,2
user_08108,movie_0630,5
user_00121,movie_0916,3
user_00184,movie_0269,4
user_05604,movie_0770,4
user_09091,movie_0048,3
user_02224,movie_0668,3
user_00433,movie_0389,4
user_00482,movie_0494,2
user_08588,movie_0343,1
user_01968,movie_0451,4
user_01710,movie_0170,4
user_04340,movie_0575,2
user_08746,movie_0908,3
user_00330,movie_0315,4
user_09754,movie_0721,5
user_07690,movie_0309,3
user_07151,movie_0725,4
user_04992,movie_0024,4
user_01819,movie_0281,2
user_03056,movie_0561,5
user_05988,movie_0009,2
user_09604,movie_0351,4
user_06589,movie_0581,5
user_02671,movie_0934,2
user_07800,movie_0716,3
user_07816,movie_0903,4
user_02810,movie_0668,4
user_06207,movie_0029,4
user_04644,movie_0924,5
user_09476,movie_0159,5
user_06523,movie_0198,3
user_03353,movie_0729,4
user_09983,movie_0189,2
user_02743,movie_0533,4
user_05773,movie_0056,2
user_02955,movie_0732,2
user_09668,movie_0223,1
user_02124,movie_0614,4
user_05961,movie_0884,3
user_06308,movie_0358,4
user_06479,movie_0541,3
user_05262,movie_0699,1
user_01982,movie_0262,5
user_00451,movie_0349,5
user_02740,movie_0088,5
user_06811,movie_0463,1
user_03263,movie_0859,4
user_00748,movie_0041,3
user_01613,movie_0947,5
user_02448,movie_0218,4
user_07226,movie_0907,5
user_00919,movie_0748,2
user_06238,movie_0175,4
user_02620,movie_0959,3
user_00120,movie_0985,1
user_01315,movie_0090,4
user_00983,movie_0604,5
user_02126,movie_0299,4
user_01625,movie_0390,5
user_00050,movie_0743,2
user_07024,movie_0499,2
user_02631,movie_0411,4
user_03040,movie_0609,3
user_09944,movie_0107,4
user_07038,movie_0454,4
user_03791,movie_0421,5
user_07811,movie_0885,4
user_09014,movie_0707,5
user_07509,movie_0989,4
user_07148,movie_0409,4
user_05346,movie_0725,5
user_01326,movie_0038,4
user_03587,movie_0165,2
user_00416,movie_0725,3
user_01381,movie_0958,5
user_06550,movie_0420,3
user_00776,movie_0272,4
user_02772,movie_0111,3
user_05646,movie_0951,5
user_03324,movie_0725,5
user_00993,movie_0437,2
user_05812,movie_0771,3
user_04246,movie_0801,4
user_05839,movie_0720,2
user_02852,movie_0312,5
user_04538,movie_0992,5
user_00861,movie_0076,5
user_06901,movie_0965,3
user_03326,movie_0464,3
user_03957,movie_0659,4
user_08388,movie_0656,3
user_05091,movie_0544,2
user_01853,movie_0154,3
user_09650,movie_0521,3
user_02561,movie_0029,4
user_04570,movie_0828,2
user_07855,movie_0551,4
user_08193,movie_0945,3
user_06463,movie_0281,3
user_05028,movie_0170,5
user_06174,movie_0251,3
user_03376,movie_0941,5
user_01747,movie_0339,1
user_01557,movie_0075,4
user_08728,movie_0373,3
user_05132,movie_0854,5
user_02627,movie_0224,4
user_09043,movie_0353,4
user_00393,movie_0321,4
user_07255,movie_0946,3
user_04848,movie_0312,4
user_09413,movie_0249,1
user_00893,movie_0592,4
user_04213,movie_0230,3
user_03058,movie_0786,4
user_08975,movie_0646,5
user_06594,movie_0175,5
user_08105,movie_0616,3
user_03299,movie_0646,1
user_07550,movie_0112,3
user_08666,movie_0201,4
user_05444,movie_0801,4
user_00060,movie_0479,3
user_02091,movie_0038,3
user_03120,movie_0124,3
user_01379,movie_0738,2
user_07312,movie_0084,3
user_05739,movie_0358,3
user_09849,movie_0989,2
user_09720,movie_0145,4
user_08683,movie_0018,3
user_08704,movie_0551,3
user_07032,movie_0400,4
user_05215,movie_0137,2
user_07206,movie_0808,2
user_06751,movie_0572,5
user_04630,movie_0946,3
user_07364,movie_0357,4
user_05507,movie_0227,4
user_07400,movie_0422,4
user_04491,movie_0910,4
user_04024,movie_0145,4
user_05303,movie_0752,4
user_01622,movie_0673,3
user_07368,movie_0443,4
user_02418,movie_0288,4
user_05865,movie_0488,1
user_03302,movie_0934,4
user_00839,movie_0688,5
user_01832,movie_0436,5
user_01005,movie_0143,4
user_01349,movie_0165,3
user_02530,movie_0146,2
user_04966,movie_0835,5
user_05714,movie_0259,5
user_06365,movie_0105,4
user_03629,movie_0588,4
user_01271,movie_0389,3
user_08021,movie_0700,4
user_02933,movie_0350,4
user_08420,movie_0732,4
user_09936,movie_0952,4
user_02907,movie_0064,3
user_04025,movie_0601,4
user_07498,movie_0516,5
user_08345,movie_0570,1
user_06642,movie_0854,5
user_00574,movie_0561,4
user_06866,movie_0795,5
user_05734,movie_0243,3
user_07648,movie_0701,5
user_07923,movie_0829,5
user_08046,movie_0078,1
user_09510,movie_0553,3
user_06372,movie_0945,2
user_07395,movie_0882,3
user_04398,movie_0515,3
user_03205,movie_0617,3
user_02204,movie_0316,5
user_08350,movie_0235,3
user_06331,movie_0900,2
user_01540,movie_0328,4
user_01227,movie_0901,3
user_07046,movie_0546,3
user_04664,movie_0653,3
user_03765,movie_0257,2
user_06929,movie_0926,3
user_00271,movie_0242,1
user_03254,movie_0289,4
user_01236,movie_0849,4
user_03578,movie_0750,3
user_09499,movie_0077,4
user_08640,movie_0141,5
user_05443,movie_0114,4
user_00570,movie_0712,4
user_06421,movie_0920,3
user_05879,movie_0339,4
user_08221,movie_0728,5
user_02826,movie_0692,3
user_06424,movie_0194,3
user_00856,movie_0021,1
user_08849,movie_0253,3
user_03704,movie_0558,3
user_00231,movie_0076,4
user_04922,movie_0848,4
user_04221,movie_0508,2
user_05468,movie_0567,4
user_04800,movie_0776,4
user_04826,movie_0080,5
user_03043,movie_0037,3
user_05253,movie_0721,4
user_03900,movie_0530,4
user_02148,movie_0399,4
user_07716,movie_0746,4
user_00113,movie_0264,4
user_04964,movie_0226,1
user_03272,movie_0636,4
user_05420,movie_0159,4
user_07564,movie_0375,2
user_04011,movie_0849,4
user_02583,movie_0756,4
user_03218,movie_0120,4
user_00755,movie_0722,4
user_06472,movie_0463,1
user_05249,movie_0321,3
user_00273,movie_0340,4
user_00293,movie_0058,1
user_04368,movie_0651,3
user_08586,movie_0944,3
user_05486,movie_0096,4
user_04803,movie_0519,2
user_09889,movie_0754,3
user_08728,movie_0087,5
user_05572,movie_0823,5
user_06258,movie_0082,3
user_08230,movie_0241,3
user_01498,movie_0338,3
user_09263,movie_0609,4
user_06409,movie_0329,4
user_07156,movie_0023,1
user_07589,movie_0965,4
user_07309,movie_0172,4
user_05425,movie_0310,3
user_06012,movie_0736,5
user_01191,movie_0159,4
user_05416,movie_0359,5
user_06546,movie_0681,4
user_03473,movie_0016,4
user_03742,movie_0733,4
user_04554,movie_0276,1
user_06047,movie_0418,4
user_02440,movie_0647,1
user_06888,movie_0458,4
user_08660,movie_0649,3
user_07054,movie_0390,3
user_01174,movie_0347,3
user_02292,movie_0839,3
user_06823,movie_0556,2
user_04159,movie_0232,2
user_08385,movie_0465,5
user_03868,movie_0644,5
user_01802,movie_0769,5
user_08117,movie_0322,4
user_06803,movie_0003,3
user_05923,movie_0676,4
user_09784,movie_0348,5
user_05090,movie_0677,4
user_08472,movie_0439,5
user_08212,movie_0869,2
user_02717,movie_0896,4
user_09835,movie_0810,5
user_04921,movie_0608,4
user_00993,movie_0060,5
user_01316,movie_0895,3
user_00002,movie_0113,2
user_06803,movie_0988,4
user_05336,movie_0701,2
user_03702,movie_0091,4
user_09019,movie_0928,5
user_05734,movie_0962,3
user_05670,movie_0965,4
user_01765,movie_0724,3
user_00734,movie_0443,4
user_02084,movie_0204,4
user_05798,movie_0947,3
user_08705,movie_0389,5
user_05565,movie_0041,3
user_00263,movie_0582,4
user_00399,movie_0793,5
user_03190,movie_0762,5
user_09529,movie_0658,1
user_09850,movie_0667,3
user_06574,movie_0448,5
user_07805,movie_0062,4
user_04326,movie_0096,1
user_02298,movie_0602,4
user_06343,movie_0942,3
user_03763,movie_0626,4
user_07817,movie_0818,5
user_04236,movie_0335,5
user_06670,movie_0140,5
user_09931,movie_0296,4
user_02768,movie_0277,3
user_04929,movie_0832,4
user_02328,movie_0400,4
user_04390,movie_0655,4
user_00756,movie_0391,4
user_06039,movie_0649,5
user_08327,movie_0587,3
user_00868,movie_0678,2
user_05840,movie_0106,5
user_02895,movie_0987,3
user_05174,movie_0271,1
user_02263,movie_0939,5
user_00457,movie_0065,3
user_05285,movie_0140,2
user_06065,movie_0450,4
user_04461,movie_0100,4
user_06836,movie_0314,3
user_03564,movie_0836,3
user_02269,movie_0105,3
user_05614,movie_0294,1
user_08480,movie_0588,3
user_08456,movie_0389,3
user_09681,movie_0841,4
user_01828,movie_0215,4
user_05306,movie_0248,4
user_06640,movie_0216,4
user_08956,movie_0563,4
user_07312,movie_0195,4
user_00483,movie_0017,3
user_06057,movie_0848,4
user_00865,movie_0863,5
user_07442,movie_0394,2
user_09004,movie_0449,2
user_08945,movie_0751,4
user_07968,movie_0793,1
user_00447,movie_0942,3
user_05179,movie_0554,5
user_05162,movie_0848,5
user_01125,movie_0070,5
user_02517,movie_0532,4
user_02611,movie_0544,3
user_08311,movie_0611,1
user_09461,movie_0779,5
user_05233,movie_0397,3
user_07633,movie_0745,2
user_07997,movie_0440,5
user_02556,movie_0557,5
user_00646,movie_0251,3
user_01066,movie_0929,4
user_00123,movie_0146,4
user_01666,movie_0712,4
user_05186,movie_0941,4
user_00397,movie_0234,4
user_02512,movie_0812,4
user_07714,movie_0935,1
user_05547,movie_0323,5
user_03805,movie_0183,5
user_07678,movie_0833,1
user_07685,movie_0115,3
user_08867,movie_0535,4
user_03336,movie_0451,2
user_03657,movie_0699,3
user_09120,movie_0794,4
user_02465,movie_0728,4
user_06496,movie_0605,4
user_09973,movie_0745,2
user_04336,movie_0694,5
user_02476,movie_0755,4
user_00764,movie_0379,5
user_06263,movie_0836,4
user_08133,movie_0836,4
user_06554,movie_0229,5
user_09208,movie_0872,5
user_06738,movie_0628,4
user_09683,movie_0607,4
user_03931,movie_0086,4
user_08891,movie_0361,4
user_09042,movie_0100,3
user_01534,movie_0831,1
user_01628,movie_0535,5
user_08539,movie_0803,5
user_01809,movie_0860,3
user_03717,movie_0621,3
user_04350,movie_0436,3
user_02710,movie_0581,2
user_07458,movie_0164,5
user_03171,movie_0064,2
user_07393,movie_0860,3
user_07194,movie_0953,4
user_00782,movie_0433,5
user_01059,movie_0726,4
user_04451,movie_0273,4
user_02828,movie_0595,5
user_03018,movie_0965,4
user_02199,movie_0251,4
user_00010,movie_0302,1
user_08270,movie_0843,1
user_04973,movie_0322,3
user_03324,movie_0451,3
user_06459,movie_0085,2
user_08828,movie_0647,3
user_00360,movie_0375,5
user_07551,movie_0134,1
user_01124,movie_0218,3
user_07023,movie_0093,5
user_04207,movie_0472,5
user_09634,movie_0758,4
user_04075,movie_0853,4
user_06357,movie_0128,1
user_04205,movie_0770,5
user_06307,movie_0128,5
user_02375,movie_0662,3
user_09818,movie_0928,5
user_04416,movie_0181,1
user_00823,movie_0008,4
user_09152,movie_0862,4
user_01288,movie_0428,4
user_01363,movie_0288,4
user_09237,movie_0479,3
user_01178,movie_0829,2
user_08441,movie_0880,3
user_00018,movie_0883,5
user_01879,movie_0929,5
user_05822,movie_0099,4
user_05056,movie_0957,5
user_08914,movie_0753,4
user_06053,movie_0867,1
user_03273,movie_0107,4
user_02348,movie_0835,4
user_08487,movie_0745,3
user_02597,movie_0780,5
user_02218,movie_0443,5
user_08472,movie_0032,5
user_09425,movie_0430,5
user_05249,movie_0060,3
user_05786,movie_0311,3
user_01091,movie_0566,3
user_02438,movie_0143,2
user_01973,movie_0795,4
user_04413,movie_0849,5
user_09554,movie_0500,2
user_06386,movie_0497,3
user_02971,movie_0545,3
user_07448,movie_0430,2
user_08431,movie_0494,3
user_08389,movie_0911,3
user_06989,movie_0216,4
user_00268,movie_0895,3
user_08406,movie_0840,5
user_06710,movie_0027,4
user_09005,movie_0740,2
user_06985,movie_0961,4
user_01193,movie_0318,2
user_08051,movie_0230,4
