monthly_spend,household_size,tenure_days,plan_code,primary_device_code,is_active_flag,total_watch_minutes,avg_completion,unique_devices,completed_ratio,download_ratio,sessions_last_28_days,sessions_prev_28_days,session_trend_4w,historical_searches,recs_shown,rec_clicks,rec_ctr,avg_review_rating,review_count,low_rating_ratio,helpful_votes_avg,sentiment_score_avg,genre_total,top_genre_count,genre_diversity,top_genre_share,historical_sessions,churn,user_id
13.56,2.0,664,3,1,1,361.2,57.11,5.0,0.3,0.1,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,9.0,0.2,10.0,0,user_00022
13.18,3.0,321,0,1,1,1220.2,56.64444444444444,5.0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,9.0,3.0,7.0,0.3333333333333333,9.0,0,user_00023
23.83,2.0,341,1,0,1,288.9,44.675,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,4.0,0.7809999999999999,4.0,1.0,4.0,0.25,4.0,0,user_00024
11.97,2.0,564,3,5,0,873.9,40.64,5.0,0.7,0.2,0.0,0.0,0.0,5.0,5.0,2.0,0.4,4.0,4.0,0.0,2.75,0.72675,10.0,2.0,7.0,0.2,10.0,0,user_00025
36.53,2.0,1008,0,4,1,327.1,50.32,3.0,0.2,0.6,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.905,5.0,2.0,4.0,0.4,5.0,0,user_00026
17.72,2.0,779,0,3,1,674.5,46.809090909090905,4.0,0.45454545454545453,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,2.3333333333333335,0.6876666666666668,11.0,3.0,9.0,0.2727272727272727,11.0,0,user_00027
41.44,3.0,289,1,2,1,1038.3,63.18235294117647,5.0,0.17647058823529413,0.29411764705882354,1.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,3.0,0.0,3.6666666666666665,0.653,18.0,2.0,12.0,0.1111111111111111,17.0,0,user_00028
12.06,2.0,238,0,1,1,350.5,45.42857142857143,4.0,0.14285714285714285,0.14285714285714285,0.0,1.0,-1.0,3.0,7.0,2.0,0.2857142857142857,1.5,2.0,1.0,5.5,0.167,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_00029
10.17,4.0,415,2,2,1,512.2,56.2125,5.0,0.375,0.375,1.0,0.0,1.0,1.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,0.25,8.0,0,user_00030
18.19,2.0,148,3,5,1,172.3,38.45,3.0,0.25,0.25,1.0,0.0,1.0,1.0,12.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,4.0,0,user_00031
7.49,4.0,554,3,1,1,229.4,61.32857142857143,3.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,5.0,4.0,1.0,0.25,4.5,2.0,0.0,4.0,0.422,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_00032
27.09,2.0,415,1,4,1,692.6,53.44166666666666,5.0,0.4166666666666667,0.25,5.0,0.0,5.0,1.0,4.0,0.0,0.0,5.0,1.0,0.0,2.0,0.628,12.0,4.0,8.0,0.3333333333333333,12.0,0,user_00033
13.82,2.0,588,1,1,1,309.1,49.53333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,1.0,-1.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.89,7.0,3.0,5.0,0.42857142857142855,6.0,0,user_00034
19.52,1.0,97,3,0,1,421.7,35.85,4.0,0.5,0.0,0.0,1.0,-1.0,2.0,3.0,1.0,0.3333333333333333,2.0,2.0,0.5,0.5,0.364,8.0,3.0,6.0,0.375,8.0,0,user_00035
9.74,2.0,274,2,4,1,423.5,50.519999999999996,3.0,0.2,0.4,0.0,0.0,0.0,5.0,4.0,2.0,0.5,5.0,1.0,0.0,1.0,0.674,5.0,2.0,3.0,0.4,5.0,1,user_00036
27.56,1.0,457,1,0,1,392.6,43.9,3.0,0.42857142857142855,0.2857142857142857,1.0,0.0,1.0,2.0,9.0,2.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_00037
37.01,2.0,269,1,3,1,411.9,65.37777777777778,4.0,0.1111111111111111,0.3333333333333333,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,0.3,9.0,0,user_00038
13.82,2.0,549,1,5,1,491.7,34.4625,4.0,0.25,0.375,0.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,2.0,0.0,2.0,0.535,8.0,2.0,7.0,0.25,8.0,0,user_00039
15.84,1.0,213,1,5,1,445.85,50.45,4.0,0.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.608,9.0,3.0,6.0,0.3333333333333333,8.0,0,user_00040
25.73,2.0,801,1,2,1,478.90000000000003,55.4125,4.0,0.5,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.3333333333333335,3.0,0.6666666666666666,2.3333333333333335,0.22866666666666668,8.0,2.0,7.0,0.25,8.0,0,user_00041
27.64,6.0,598,1,2,1,6.0,94.5,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0,user_00042
6.05,4.0,975,1,5,1,546.7,77.1,3.0,0.4,0.2,0.0,0.0,0.0,0.0,6.0,1.0,0.16666666666666666,4.5,2.0,0.0,2.5,0.763,5.0,2.0,4.0,0.4,5.0,0,user_00043
32.85,5.0,865,0,3,1,246.4,57.53333333333333,4.0,0.16666666666666666,0.6666666666666666,2.0,0.0,2.0,1.0,10.0,4.0,0.4,3.0,2.0,0.5,4.5,0.5954999999999999,6.0,1.0,6.0,0.16666666666666666,6.0,0,user_00044
3.22,4.0,565,2,0,1,151.3,41.333333333333336,4.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,0.791,7.0,2.0,5.0,0.2857142857142857,6.0,0,user_00045
35.11,2.0,462,3,0,1,661.3,49.589999999999996,5.0,0.3,0.3,0.0,1.0,-1.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,0.783,10.0,3.0,7.0,0.3,10.0,0,user_00046
22.98,2.0,26,3,4,1,438.8,60.53333333333333,4.0,0.1111111111111111,0.1111111111111111,0.0,1.0,-1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,0.2222222222222222,9.0,0,user_00047
16.5,2.0,40,0,4,1,624.3,32.614285714285714,4.0,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,2.0,6.0,1.0,0.16666666666666666,3.0,1.0,0.0,4.0,0.593,8.0,3.0,5.0,0.375,7.0,0,user_00048
13.18,2.0,437,0,0,1,414.29999999999995,41.9625,4.0,0.125,0.25,1.0,2.0,-1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.375,8.0,0,user_00049
2.01,2.0,110,3,4,0,433.6,64.325,5.0,0.25,0.125,1.0,0.0,1.0,3.0,7.0,1.0,0.14285714285714285,2.0,1.0,1.0,0.0,0.323,10.0,3.0,7.0,0.3,8.0,0,user_00050
19.09,2.0,18,2,4,0,1047.0,40.730000000000004,5.0,0.4,0.2,0.0,2.0,-2.0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,5.5,0.8895,10.0,3.0,7.0,0.3,10.0,1,user_00051
15.39,3.0,1013,2,5,1,593.3,43.642857142857146,3.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,1.0,4.0,1.0,0.25,3.6666666666666665,3.0,0.0,3.0,0.6296666666666666,7.0,2.0,5.0,0.2857142857142857,7.0,0,user_00052
30.64,3.0,809,1,4,1,820.8000000000001,44.544444444444444,4.0,0.4444444444444444,0.2222222222222222,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,0.2222222222222222,9.0,0,user_00053
16.83,2.0,845,2,1,1,373.0,53.4,4.0,0.2,0.2,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,5.0,0,user_00054
13.82,2.0,398,1,3,1,379.5,51.08888888888889,5.0,0.3333333333333333,0.1111111111111111,0.0,2.0,-2.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,10.0,2.0,7.0,0.2,9.0,0,user_00055
29.14,3.0,244,2,0,1,372.9,64.03999999999999,3.0,0.6,0.2,0.0,3.0,-3.0,2.0,1.0,1.0,1.0,4.666666666666667,3.0,0.0,2.6666666666666665,0.7026666666666667,5.0,1.0,5.0,0.2,5.0,0,user_00056
23.46,2.0,3,2,5,1,540.1,53.0,4.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,4.0,1.0,0.25,4.0,1.0,0.0,3.0,0.613,8.0,3.0,5.0,0.375,6.0,0,user_00057
12.29,5.0,60,1,3,1,243.89999999999998,59.279999999999994,3.0,0.2,0.4,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,0.423,5.0,2.0,4.0,0.4,5.0,0,user_00058
13.0,3.0,420,1,5,1,496.6,48.629999999999995,4.0,0.3,0.3,1.0,1.0,0.0,1.0,2.0,1.0,0.5,4.0,1.0,0.0,5.0,0.897,10.0,2.0,7.0,0.2,10.0,0,user_00059
19.03,3.0,627,2,3,1,260.1,66.17142857142856,4.0,0.2857142857142857,0.42857142857142855,0.0,2.0,-2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.2857142857142857,7.0,0,user_00060
3.9,2.0,421,1,1,1,467.3,44.9375,5.0,0.25,0.375,0.0,2.0,-2.0,1.0,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,8.0,0,user_00061
10.7,1.0,418,2,0,1,710.95,39.554545454545455,5.0,0.2727272727272727,0.36363636363636365,1.0,0.0,1.0,2.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,11.0,3.0,8.0,0.2727272727272727,11.0,0,user_00062
20.26,2.0,561,1,1,1,342.8,47.416666666666664,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.042,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_00063
6.76,3.0,646,2,1,1,754.55,44.96666666666667,5.0,0.25,0.16666666666666666,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,11.0,0.16666666666666666,12.0,0,user_00064
3.95,3.0,596,0,0,1,417.0,49.0875,4.0,0.5,0.375,0.0,0.0,0.0,2.0,5.0,1.0,0.2,4.0,1.0,0.0,4.0,0.89,8.0,2.0,7.0,0.25,8.0,0,user_00065
50.72,2.0,106,2,2,1,1184.7,47.71,3.0,0.2,0.2,1.0,0.0,1.0,5.0,8.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,0.2,10.0,0,user_00066
24.02,1.0,228,1,0,1,568.3,39.68888888888889,4.0,0.1111111111111111,0.1111111111111111,1.0,2.0,-1.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.5,0.6839999999999999,9.0,2.0,8.0,0.2222222222222222,9.0,0,user_00067
13.18,1.0,246,0,5,0,801.5,25.0,5.0,0.45454545454545453,0.36363636363636365,0.0,2.0,-2.0,3.0,4.0,0.0,0.0,3.0,2.0,0.0,2.0,0.487,11.0,2.0,9.0,0.18181818181818182,11.0,0,user_00068
12.48,4.0,398,2,5,1,517.6,38.57,5.0,0.1,0.2,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,0.3,10.0,0,user_00069
12.47,2.0,226,3,2,1,473.70000000000005,53.17999999999999,4.0,0.1,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,0.2,10.0,0,user_00070
2.48,2.0,1043,1,3,1,411.8,55.28333333333333,3.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,2.0,0.0,3.0,0.6625,6.0,1.0,6.0,0.16666666666666666,6.0,0,user_00071
22.83,2.0,586,2,5,1,835.0,53.413333333333334,5.0,0.13333333333333333,0.13333333333333333,1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.6666666666666665,3.0,0.3333333333333333,1.3333333333333333,0.6226666666666666,15.0,3.0,11.0,0.2,15.0,0,user_00072
8.02,1.0,951,0,1,1,387.1,59.03333333333333,4.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,3.0,0.3333333333333333,5.0,0.5886666666666667,9.0,4.0,5.0,0.4444444444444444,9.0,0,user_00073
21.07,2.0,579,0,1,1,923.3,41.09090909090909,5.0,0.18181818181818182,0.2727272727272727,0.0,2.0,-2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,0.3333333333333333,11.0,0,user_00074
44.32,2.0,571,2,4,1,260.6,57.2,4.0,0.2,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.2,3.5,2.0,0.0,4.0,0.545,5.0,1.0,5.0,0.2,5.0,1,user_00075
13.91,2.0,655,1,5,1,578.1,63.955555555555556,4.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,2.0,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.4444444444444444,9.0,0,user_00076
27.46,2.0,723,2,0,0,411.9,53.51666666666667,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,4.0,0.878,6.0,1.0,6.0,0.16666666666666666,6.0,0,user_00077
17.93,2.0,25,1,2,1,423.40000000000003,50.0,3.0,0.0,0.25,2.0,0.0,2.0,1.0,5.0,1.0,0.2,4.0,1.0,0.0,8.0,0.686,4.0,2.0,3.0,0.5,4.0,0,user_00078
17.62,2.0,273,2,5,1,482.9,51.85,3.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.5,3.0,1.0,0.0,2.0,0.0,7.0,2.0,6.0,0.2857142857142857,6.0,0,user_00079
7.47,1.0,557,1,1,1,731.9,47.07,5.0,0.3,0.2,1.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.884,10.0,3.0,7.0,0.3,10.0,0,user_00080
20.41,2.0,571,2,3,1,391.3,53.67999999999999,4.0,0.4,0.4,0.0,0.0,0.0,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.0,0.043,6.0,2.0,5.0,0.3333333333333333,5.0,0,user_00081
12.08,3.0,144,2,1,1,448.40000000000003,45.05555555555556,4.0,0.2222222222222222,0.0,1.0,0.0,1.0,1.0,9.0,1.0,0.1111111111111111,3.0,2.0,0.0,3.0,0.5055000000000001,9.0,2.0,6.0,0.2222222222222222,9.0,0,user_00082
9.39,5.0,942,0,4,1,836.4,66.08181818181818,5.0,0.2727272727272727,0.2727272727272727,0.0,2.0,-2.0,2.0,2.0,0.0,0.0,4.5,2.0,0.0,4.0,0.6635,12.0,3.0,6.0,0.25,11.0,0,user_00083
6.54,2.0,1062,1,4,1,316.1,52.3,3.0,0.5,0.25,0.0,0.0,0.0,0.0,8.0,4.0,0.5,5.0,1.0,0.0,2.0,0.998,4.0,2.0,3.0,0.5,4.0,0,user_00084
1.91,2.0,244,0,2,1,315.8,49.02,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0.4,5.0,0,user_00085
13.95,1.0,174,2,1,1,563.6,49.58,5.0,0.3,0.4,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,2.0,9.0,0.2,10.0,0,user_00086
14.46,2.0,672,1,3,1,614.5,45.78888888888889,4.0,0.0,0.2222222222222222,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,0.3333333333333333,9.0,0,user_00087
10.87,4.0,185,1,2,1,583.95,41.78,4.0,0.2,0.2,0.0,1.0,-1.0,0.0,2.0,1.0,0.5,3.0,2.0,0.5,1.0,0.5630000000000001,11.0,3.0,7.0,0.2727272727272727,10.0,0,user_00088
13.82,2.0,763,1,1,1,393.1,50.199999999999996,4.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,4.0,4.0,1.0,0.25,1.0,1.0,1.0,2.0,0.096,6.0,2.0,5.0,0.3333333333333333,6.0,0,user_00089
22.14,2.0,400,1,5,1,613.9,57.43333333333333,3.0,0.2222222222222222,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,9.0,0.2,9.0,0,user_00090
5.81,1.0,62,0,5,1,584.85,50.63,5.0,0.0,0.1,0.0,0.0,0.0,3.0,3.0,1.0,0.3333333333333333,4.5,2.0,0.0,1.0,0.7829999999999999,10.0,3.0,8.0,0.3,10.0,0,user_00091
6.55,4.0,175,2,1,1,570.6999999999999,62.8111111111111,4.0,0.2222222222222222,0.1111111111111111,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,0.2,9.0,0,user_00092
16.17,2.0,551,3,3,1,180.4,38.800000000000004,2.0,0.3333333333333333,0.3333333333333333,0.0,2.0,-2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,0.729,7.0,2.0,6.0,0.2857142857142857,6.0,0,user_00093
38.05,2.0,553,2,0,1,258.1,53.68571428571429,3.0,0.14285714285714285,0.0,0.0,3.0,-3.0,2.0,7.0,1.0,0.14285714285714285,3.6666666666666665,3.0,0.0,4.333333333333333,0.7283333333333334,7.0,2.0,6.0,0.2857142857142857,7.0,0,user_00094
31.99,4.0,136,1,1,1,373.9,66.6,4.0,0.14285714285714285,0.42857142857142855,0.0,1.0,-1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,3.0,0.726,7.0,2.0,5.0,0.2857142857142857,7.0,0,user_00095
7.71,1.0,24,2,0,1,668.7,46.339999999999996,5.0,0.1,0.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,0.2,10.0,0,user_00096
8.84,3.0,840,1,0,0,513.7,50.0,5.0,0.375,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,0.971,9.0,3.0,7.0,0.3333333333333333,8.0,0,user_00097
3.68,1.0,27,1,1,1,536.15,55.2,5.0,0.375,0.375,1.0,0.0,1.0,1.0,5.0,1.0,0.2,3.0,1.0,0.0,1.0,0.504,10.0,3.0,7.0,0.3,8.0,0,user_00098
14.89,4.0,4,2,4,0,687.4,42.108333333333334,5.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.0,2.0,5.0,0.0,0.0,3.5,2.0,0.5,2.5,0.5920000000000001,12.0,2.0,9.0,0.16666666666666666,12.0,0,user_00099
13.39,4.0,662,2,3,1,653.6500000000001,50.81111111111111,4.0,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,3.5,2.0,0.0,3.5,0.6719999999999999,10.0,3.0,7.0,0.3,9.0,0,user_00100
28.98,1.0,452,3,4,1,731.4,53.76363636363636,5.0,0.18181818181818182,0.18181818181818182,1.0,1.0,0.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,3.0,0.71,11.0,2.0,10.0,0.18181818181818182,11.0,0,user_00101
13.39,3.0,885,2,4,1,557.7,45.233333333333334,5.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,1.0,4.0,1.0,0.25,3.0,1.0,0.0,0.0,0.463,9.0,3.0,7.0,0.3333333333333333,9.0,0,user_00102
15.6,4.0,273,2,0,0,461.9,47.57142857142857,4.0,0.2857142857142857,0.0,2.0,1.0,1.0,1.0,6.0,1.0,0.16666666666666666,5.0,1.0,0.0,2.0,0.905,9.0,4.0,6.0,0.4444444444444444,7.0,0,user_00103
12.52,3.0,107,1,5,1,477.1,67.03333333333333,3.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,1.0,4.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.3333333333333333,9.0,0,user_00104
31.37,3.0,853,0,0,1,484.5,53.65555555555555,5.0,0.1111111111111111,0.3333333333333333,0.0,2.0,-2.0,4.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.2222222222222222,9.0,0,user_00105
24.79,3.0,82,0,0,0,653.8,45.52222222222222,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,1.0,0.0,3.0,0.63,9.0,2.0,8.0,0.2222222222222222,9.0,0,user_00106
8.38,4.0,798,1,2,1,660.0,52.73076923076923,4.0,0.23076923076923078,0.3076923076923077,3.0,1.0,2.0,1.0,6.0,1.0,0.16666666666666666,4.0,2.0,0.0,3.0,0.8965000000000001,14.0,4.0,10.0,0.2857142857142857,13.0,0,user_00107
10.47,7.0,751,2,0,1,450.95,55.611111111111114,3.0,0.2222222222222222,0.2222222222222222,0.0,2.0,-2.0,1.0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,9.0,0,user_00108
13.39,3.0,103,2,1,1,376.90000000000003,60.92,5.0,0.5,0.3,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,8.0,0.3,10.0,0,user_00109
